dialogue_id,text,context_length,ground_truth,gt_name,predicted,pred_name,match
MUL1460.json,That sounds great!  Can I get the postcode?,12,6,satisfied,5,excited,False
MUL0927.json,That is too bad.  Would there be any theatres?,6,1,fearful,1,fearful,True
PMUL0681.json,"Oh, that's too bad.  How about Italian?",2,1,fearful,1,fearful,True
MUL0094.json,"Oh, no, I really need the hotel to be cheap.",8,3,apologetic,2,dissatisfied,False
PMUL0433.json,No Tuscan restaurants? I also like Italian food. Anything in the cheap price range?,8,1,fearful,2,dissatisfied,False
PMUL0038.json,I am looking for a place to dine in Cambridge.,0,0,neutral,5,excited,False
MUL0196.json,"Is the hotel expensive, and is it a guesthouse?",2,0,neutral,2,dissatisfied,False
PMUL1253.json,i need to leave cambridge after 10:00 and go to norwich on monday. ,2,0,neutral,0,neutral,True
PMUL0919.json,I already told you how many people. are you paying attention?,6,4,abusive,4,abusive,True
MUL0793.json,"I'm sorry, we have that mixed up. I need to depart from leicester and go to cambridge. Do you have a train that arrives by 09:45 in cambridge?",6,3,apologetic,3,apologetic,True
MUL2602.json,Can you recommend me a nightclub where I can get jiggy with it?,2,5,excited,5,excited,True
MUL2695.json,"NO, I'd rather another hotel if possible. ",12,2,dissatisfied,2,dissatisfied,True
MUL1737.json,"Sure, a museum sounds good, which one would you recommend?",8,6,satisfied,5,excited,False
MUL2482.json,Are there no molecular gastronomy restaurants in the West side or in the entire city? ,6,1,fearful,1,fearful,True
PMUL0413.json,"Can you make a reservation for me, please?",18,6,satisfied,6,satisfied,True
PMUL0817.json,"Actually I need to arrive by 11:45, sorry.  What's the closest arriving to that time?",8,3,apologetic,3,apologetic,True
MUL0687.json,That would be a massive help if you can do that for me! It's me and me mum and we'll be there 2 nights.,2,5,excited,5,excited,True
PMUL0740.json,i'll ask you again: what are my choices?,8,4,abusive,2,dissatisfied,False
MUL2406.json,Can I get a contact number at least?,14,2,dissatisfied,0,neutral,False
PMUL0937.json,Oh really? I was hoping to eat expensive German cuisine in the northern part of town.,2,1,fearful,1,fearful,True
PMUL1133.json,"Yes, I am looking for some fun things to do while we're in the Centre. Is there anything you can recommend?",6,5,excited,5,excited,True
PMUL0038.json,"Well, I like Mexican food, and will be staying in the south part of town.",2,5,excited,5,excited,True
PMUL0363.json,Yes please for two people at 16:15 on Wednesday please if its not too much trouble.,10,3,apologetic,6,satisfied,False
MUL0637.json,"I actually didnt need to book the train yet, I just needed the information for now.  That is all of the information that I need for today.  Thank you!",16,6,satisfied,3,apologetic,False
PMUL1209.json,I'd like to leave on wednesday and should arrive by 13:00,2,0,neutral,0,neutral,True
PMUL0955.json,"Yes, whatever you recommend will be fine. I need a reservation for monday at 10:15. 2 people please.",14,5,excited,5,excited,True
MUL2500.json,Darn! I really wanted to go to the cinema. Is there a park located in that area?,8,1,fearful,1,fearful,True
PMUL1050.json,"Actually, I need to book a train departing from Cambridge.",6,3,apologetic,0,neutral,False
MUL1421.json,"I'm in the city centre right now, and I'm really craving some Indian food. Can you help me find a place?",0,5,excited,5,excited,True
MUL1282.json,Help! I am hungry and need a cheap restaurant in the centre.,0,1,fearful,5,excited,False
MUL2001.json,"Ignore that, I just need to get a train leaving after 21:45 from cambridge",6,3,apologetic,2,dissatisfied,False
MUL1384.json,"My apologies, I actually do not need the hotel booked, but I do need a taxi to commute between the hotel and the restaurant, leaving the hotel at 23:45.",18,3,apologetic,3,apologetic,True
MUL1060.json,"Hmmm, I was looking for the phone number and postcode of a college in the centre area. Could you help me with that?",10,1,fearful,2,dissatisfied,False
MUL1614.json,What? Could you please make the reservation?,16,2,dissatisfied,2,dissatisfied,True
PMUL1480.json,NO! I said 16:45. Arrive by 16:45. Try again.,14,4,abusive,4,abusive,True
MUL0297.json,"Hmm, that train ID and price don't look right to me. Could you double-check that?",12,2,dissatisfied,2,dissatisfied,True
PMUL1158.json,"Awesome, thanks a lot. That's all I need help with. ",10,6,satisfied,6,satisfied,True
PMUL1305.json,is it an art gallery? i also hate art. i'm a curmudgeon.,10,4,abusive,4,abusive,True
MUL0285.json,Hmm.. how about 12:15?,4,1,fearful,0,neutral,False
PMUL1284.json,I also need their address and postcode as I asked before please.,14,2,dissatisfied,2,dissatisfied,True
PMUL1117.json,"Oh, well I really wanted to visit the centre. Maybe you could find me a park instead? One in the centre of town?",12,1,fearful,1,fearful,True
MUL1003.json,"I'm sorry, I need a cheap hotel not guesthouse. It should be in the east, and I don't need internet.",10,3,apologetic,3,apologetic,True
MUL0873.json,Thank you. I just need the phone number and I'm wondering how much the entrance fee is? ,4,6,satisfied,0,neutral,False
PMUL1134.json,That's all I need. Thanks you so much for your help. ,12,6,satisfied,6,satisfied,True
MUL0339.json,That sounds great! Could you give me the address?,2,5,excited,5,excited,True
MUL1709.json,"Please just tel me which one you think best, then provide the area it is in and the phone number. ",4,2,dissatisfied,5,excited,False
MUL0141.json,"Scratch that, I'll book it myself. Now I just need to find a place to stay, a hotel with a 4 star rating.",4,4,abusive,3,apologetic,False
MUL2490.json,"That stinks because I'm really craving Panasian food. But okay, can you see if there are any Italian places in that area?",10,1,fearful,1,fearful,True
MUL1526.json,I am traveling by myself. I need the train ID also after you book.,14,0,neutral,0,neutral,True
MUL2071.json,Hey there. I think I need a vacation asap. You think you can help me find a 4-star hotel somewhere? ,0,5,excited,5,excited,True
MUL0176.json,"No, thank you. ",2,2,dissatisfied,1,fearful,False
MUL0411.json,"I'm planning my first trip to Cambridge and looking for places to go in the centre, can you give me some suggestions on what and where to go? ",0,5,excited,5,excited,True
PMUL0318.json,You should have booked it last time you just didn't want to so skipped it. ,8,4,abusive,4,abusive,True
MUL2064.json,"Hmm, well how about checking for a hotel instead that is expensive with free parking and wifi?",6,1,fearful,1,fearful,True
MUL2474.json,Some type of fancy architecture would be neat.,2,5,excited,5,excited,True
MUL0841.json,"Nevermind, I actually don't need one.",10,3,apologetic,3,apologetic,True
MUL2625.json,Nevermind.  Do you have info on gallery at twelve a high street.,8,1,fearful,0,neutral,False
MUL1888.json,"That sounds nice. What type of attraction is that? Oh, and do you have their full address and phone number?",8,5,excited,5,excited,True
MUL2506.json,How about some options for 2 star hotels instead of guesthouses.,4,0,neutral,2,dissatisfied,False
PMUL0165.json,I'll give the Cocum a try. Please book a table for 6 for 12:45 on Thursday.,4,6,satisfied,0,neutral,False
MUL1681.json,The Lucky Star sounds good. That's all I need.,8,6,satisfied,6,satisfied,True
PMUL1395.json,"No, I can not do that. ",6,2,dissatisfied,1,fearful,False
MUL0731.json,"I meant to say west, not south. And the place needs to be a hotel type.",4,0,neutral,2,dissatisfied,False
MUL0359.json,Actually can I change that to after 13:45 and may I also get the reference number please?,8,3,apologetic,0,neutral,False
MUL0853.json,"Yeah, I need information about colleges in town. Can you help me with that?",6,5,excited,5,excited,True
PMUL0887.json,You too! I hope you have a great day. Thanks for your help. ,16,6,satisfied,6,satisfied,True
MUL0138.json,Would you provide me the phone number for the Anatolia restaurant please.,14,2,dissatisfied,0,neutral,False
MUL1056.json,"No thank you, that is everything I needed.",12,6,satisfied,6,satisfied,True
MUL1282.json,I'm actually looking for some italian food. ,2,2,dissatisfied,2,dissatisfied,True
MUL1923.json,"That is perfect!  Thank you so much, that is all I need today.",10,6,satisfied,6,satisfied,True
MUL2359.json,I am really needing to find a cheap restaurant that serves chinese food that is located in the centre. Would you mind double checking? ,14,2,dissatisfied,2,dissatisfied,True
MUL0687.json,"Thank you, that's all.",12,6,satisfied,6,satisfied,True
PMUL0894.json,"I just need the address, price range, and the postcode.",16,0,neutral,0,neutral,True
MUL0018.json,I would like to book a taxi to commute between the two places.,12,0,neutral,0,neutral,True
MUL1416.json,"I forgot to ask for the address. Can I get that also, please?",6,3,apologetic,3,apologetic,True
MUL2433.json,"Yes, I could use a suggestion on a great museum to visit after we eat at the restaurant. ",8,5,excited,5,excited,True
MUL2139.json,Wow.  You didn't even get the timeframe I am looking for.  I can't leave until after 14:30.  ,12,2,dissatisfied,2,dissatisfied,True
PMUL0732.json,It's my wife's birthday and I promised I'd take her out. Are there any restaurants that serve mediterranean food?,0,5,excited,5,excited,True
PMUL0854.json,"Oh, around 17:15. But, I meant to say on Monday, not Friday and for 7 people not 2. Thanks!",10,3,apologetic,3,apologetic,True
MUL0381.json,Yes please. Can you try 19:00 instead?,4,1,fearful,0,neutral,False
PMUL0438.json,Yes that's what I already asked you to do. ,8,2,dissatisfied,2,dissatisfied,True
PMUL0397.json,"Yes, can you book it please?",4,6,satisfied,0,neutral,False
MUL0931.json,"I'm looking for somewhere to go in town, are there any museums you can recommend?",0,5,excited,5,excited,True
MUL2642.json,Yes I am looking for someplace to tour in town in the south involving architecture.,16,5,excited,5,excited,True
MUL0804.json,"That sounds cool, I will just need the area it's in and the postcode. Oh, and how much is the cost to get in?",4,5,excited,5,excited,True
PMUL1539.json,"That is sufficient, please book me for 8 people, 5 nights staring on friday.",8,6,satisfied,6,satisfied,True
MUL1785.json,"Any one would be fine, can I just get the address, phone number and postcode?",4,0,neutral,0,neutral,True
PMUL1016.json,That sounds fun!  How much is the entrance fee?,12,5,excited,5,excited,True
MUL1870.json,Do you have any contact information for these pools I could have to get the entrance fee?,4,0,neutral,0,neutral,True
MUL1413.json,"Oh, no, I need a train that leaves from Birmingham new street and go to Cambridge. ",2,2,dissatisfied,2,dissatisfied,True
MUL2237.json,I'm so tired. Really need a place to lay my head for the nights. Can you find me some 3-star lodgings somewhere in the south?,0,1,fearful,5,excited,False
MUL0903.json,What other local attractions are there to explore?,8,5,excited,5,excited,True
MUL1885.json,Yes I would love some information.,4,5,excited,5,excited,True
PMUL0841.json,"Good morning, I am looking forward to trying some local restaurants when I arrive in Cambridge next week.",0,5,excited,5,excited,True
MUL2018.json,"I am so sorry, can we start over with the guesthouse?  I do need a moderate, but for 8 people.   Still arriving Friday for 3 nights.",26,3,apologetic,3,apologetic,True
MUL1652.json,"No thank you, I hope you have a wonderful day and thank you for all the help!",14,6,satisfied,6,satisfied,True
MUL0898.json,Excellent. That's all I need.,8,6,satisfied,6,satisfied,True
PMUL1363.json,Can you recommend a fun place to visit while I am in town?,8,5,excited,5,excited,True
PMUL0345.json,"I don't need you to book it, I just need the phone number and post code please.",6,2,dissatisfied,2,dissatisfied,True
MUL0398.json,Yes please book it for 5 people,12,0,neutral,6,satisfied,False
MUL1666.json,Are all three of these expensive restaurants? If so I'd like to try the Midsummer House Restaurant. May I get their address please?,12,0,neutral,0,neutral,True
MUL2467.json,"No, maybe a museum instead. Are there any of those?",2,1,fearful,1,fearful,True
PMUL1338.json,I want to leave Saturday after 10:45.,2,0,neutral,0,neutral,True
PMUL0964.json,The centre please!,12,5,excited,0,neutral,False
MUL1028.json,May I also get the address for wandlebury country park please.,10,0,neutral,0,neutral,True
MUL1424.json,"If you could recommend the best one, that would be great.",2,5,excited,5,excited,True
MUL1177.json,A hotel would be nice.,4,0,neutral,5,excited,False
MUL1814.json,That's great. Is there an entrance fee?,2,6,satisfied,0,neutral,False
PMUL0160.json,Hmm. How about Indian instead?,4,1,fearful,0,neutral,False
MUL0115.json,"I don't know where my head was, I don't need a reservation.  Thanks.  I do need a 0 star hotel in the centre though. ",14,3,apologetic,3,apologetic,True
MUL1097.json,That's all I need! Thank you!,12,6,satisfied,6,satisfied,True
PMUL1249.json,Is there a time between 07:06 and 15:15?  Please check again.,4,0,neutral,2,dissatisfied,False
MUL0261.json,"Sure, can you try to get a table for 8 people at 17:00 on Tuesday?",6,6,satisfied,0,neutral,False
PMUL0381.json,"I want to commute between the hotel and restaurant. I need to be at the restaurant by the booked time,12:45.",14,0,neutral,0,neutral,True
MUL1459.json,Are you quite certain you can't get me a table at 9:00?,16,2,dissatisfied,2,dissatisfied,True
MUL1968.json,"Yes, I am also looking for an attraction called Primavera. Do you have any information on this?",6,5,excited,5,excited,True
MUL2620.json,"No, that was a typo.  1 person for 5 nights starting on Wednesday. ",6,3,apologetic,3,apologetic,True
MUL1038.json,"We could shorten the stay to just four nights, I guess.",12,1,fearful,1,fearful,True
MUL0390.json,Uh... you alright? I guess I can do it myself... ,6,4,abusive,4,abusive,True
PMUL0345.json,No I just need you to recommend one for me.,4,2,dissatisfied,5,excited,False
MUL1037.json,"That is all I needed, thank you.",12,6,satisfied,6,satisfied,True
PMUL0800.json,What a bummer. Find me a restaurant that serves British food on the West please.,6,1,fearful,1,fearful,True
MUL0884.json,Hi there. Are there any colleges in the centre of town that you know of?,0,0,neutral,5,excited,False
PMUL0043.json,"Thank you. Going back, I don't think we chose a hotel. I need a moderate price guesthouse with 4 stars. Remember?",16,2,dissatisfied,2,dissatisfied,True
MUL0636.json,Are there any other cheap guesthouses in the north with free parking? My schedule is inflexible I'm afraid.,12,1,fearful,1,fearful,True
MUL2510.json,I just need a 3 star hotel in the north center.,8,2,dissatisfied,2,dissatisfied,True
PMUL0295.json,"Hi, can you help me locate a hotel named City Centre B and B.  Really looking forward to trying different restaurants.",0,5,excited,5,excited,True
MUL0737.json,"Oh, my mistake, I don't want a booking, just the information.",10,3,apologetic,3,apologetic,True
PMUL0400.json,"Actually yes, I apologize my wife just told me she wants us to book for 7 people and 5 nights starting monday.  Can you help with that?",6,3,apologetic,3,apologetic,True
PMUL0997.json,just for one person. i'm a sad and lonely person. do you want to join me for dinner??,6,1,fearful,4,abusive,False
MUL1748.json,"Yes please, thank you.",12,6,satisfied,6,satisfied,True
MUL1517.json,Great! Is there a restaurant called la raza near by?,8,6,satisfied,5,excited,False
MUL1136.json,"Ah, just pick one for me that looks interesting, and give me the address and phone number for that one.",10,5,excited,5,excited,True
PMUL1284.json,That would be great.  I need to reserve seats for 4 people on that train.  ,4,6,satisfied,6,satisfied,True
MUL0103.json,"Great, thanks. Can you also help me find a lebanese restaurant?",6,6,satisfied,0,neutral,False
PMUL1286.json,Can you call the police because my purse was snatched as i sitting on this bench talking to you.,12,1,fearful,4,abusive,False
PMUL0652.json,Yes of course I want the reference number! Why wouldn't I!,14,2,dissatisfied,4,abusive,False
MUL2121.json,Hi. I need help finding a hotel. Can you help me?,0,0,neutral,5,excited,False
PMUL1436.json,"My bad, I meant the west.",2,3,apologetic,3,apologetic,True
PMUL0619.json,"Not really, try kosher food types. ",2,1,fearful,1,fearful,True
PMUL0679.json,That might be a little early. Can you find something that arrives clsoer to 17:30?,14,2,dissatisfied,2,dissatisfied,True
MUL0124.json,"Sorry. I'm looking for a hotel, not a restaurant. It should be in the centre and moderately-priced. It doesn't need to have free parking.",8,3,apologetic,2,dissatisfied,False
PMUL0909.json,"Hi there, I've just started planning my trip.  Can you help me find a restaurant?",0,5,excited,5,excited,True
MUL1780.json,Yes I was wondering if you can tell me about an attraction called ballare?,0,0,neutral,5,excited,False
PMUL1118.json,"You have met my needs, thank you.",16,6,satisfied,6,satisfied,True
MUL1423.json,"Yes I would like  Royal Spice,  book a table for 8 people at 19:30 on the same day",8,0,neutral,0,neutral,True
MUL1446.json,"That is all, thanks again.",14,6,satisfied,6,satisfied,True
PMUL0055.json,Thank you for all the information. Wonderful service. Goodbye.,14,6,satisfied,6,satisfied,True
MUL2635.json,"Actually, I'm not quite ready to book yet. But I am looking for parks in the west part of town. What are my options there?",10,3,apologetic,0,neutral,False
MUL0363.json,Perhaps there is one that serves Indian food. Indian food is also good.,2,1,fearful,1,fearful,True
MUL1437.json,"Hmm, can you see if there might be an expensive restaurant that serves specifically ""north african"" food in the centre of town? ",8,1,fearful,2,dissatisfied,False
MUL2597.json,I'll repeat this:  The hotel should be in the moderate price range and it should include free wifi and free parking. I don't care about the area. ,12,2,dissatisfied,2,dissatisfied,True
PMUL1153.json,"I just need to arrive by 19:15, so could you find one closer to that time, please?",4,0,neutral,0,neutral,True
PMUL1151.json,"Oh, that's too bad.  I guess just any place that you could recommend?  Something popular.  I'll need an address so I can look it up later.",4,1,fearful,1,fearful,True
MUL0574.json,I am looking for places to go in the centre.,0,0,neutral,0,neutral,True
PMUL0040.json,Maybe I could stay in the north.  Can you please look there for a 2 star hotel that includes free wifi?,4,1,fearful,1,fearful,True
PMUL0734.json,"No, that will do it. Thank you and goodbye! ",14,6,satisfied,6,satisfied,True
MUL0676.json,How very upsetting. Could you try for one night?,4,1,fearful,1,fearful,True
PMUL0948.json, thank you that will be all good bye,16,6,satisfied,6,satisfied,True
MUL2192.json,Can I get a train from stansted airport leaving after 14:45 please?,0,0,neutral,0,neutral,True
MUL1228.json,I'mLOOKING FOR THE peking restaurant WHAT TYPE OF FOOD DOES IT SERVE AND I ALSO NEED THE ADDRESS,2,4,abusive,4,abusive,True
PMUL0376.json,"Aww, that's a bummer. I was really wanting Irish food. How about Indian food? I could go for some good curry. ",8,1,fearful,1,fearful,True
MUL1449.json,I'm actually departing from cambridge and going to london kings cross.,4,3,apologetic,2,dissatisfied,False
MUL0825.json,"Just do what I say! I don't care what you choose! Give me the necessary information too. Then, get me a restaurant in the east that's expensive north indian food",6,4,abusive,4,abusive,True
MUL0881.json,That sounds wonderful! Thank you so much for your help!,14,6,satisfied,6,satisfied,True
MUL1705.json,"I don't need to book, but can you tell me the train ID, arrival time, and total travel time? ",8,2,dissatisfied,0,neutral,False
PMUL0568.json,Lets try for a moderately priced place in the centre.,6,0,neutral,0,neutral,True
MUL0301.json,I want to find a train that leaves from Norwich on Monday.,0,0,neutral,0,neutral,True
MUL2288.json,Are you sure there are no trains going from Cambridge to Peterborough on Sunday leaving after 10:15? What about TR1492 that you said?,6,2,dissatisfied,2,dissatisfied,True
MUL1036.json,Yes thank you! That is all I needed.,2,6,satisfied,6,satisfied,True
PMUL0919.json,I Cocum an Indian restaurant?  We didn't discuss Cocum at all.,10,2,dissatisfied,2,dissatisfied,True
PMUL0845.json,"Wait, I need to change the booking to friday.",4,3,apologetic,3,apologetic,True
MUL0907.json,Could we try for Tuesday at 12:15 please.,4,1,fearful,0,neutral,False
PMUL0544.json,I'm hoping to book a train.,0,5,excited,5,excited,True
MUL2016.json,I need a moderate priced hotel in the north part of town with free parking and a 4 star rating.,8,2,dissatisfied,2,dissatisfied,True
MUL2540.json,"Is Cityrooms 4 stars?  I'm sorry I forgot to specify, but I do require it.",4,3,apologetic,3,apologetic,True
MUL1957.json,"Hmm, that kind of stinks. Well, how about a theatre instead? ",8,1,fearful,1,fearful,True
MUL0322.json,"I'm sorry, I actually need a train on Wednesday from Peterborough to Cambridge. I need to arrive by 10:00.",2,3,apologetic,3,apologetic,True
MUL1157.json,I guess you can try for four nights.,8,2,dissatisfied,1,fearful,False
PMUL0348.json,"Oops, sorry. Ian Hong is a restaurant.",2,3,apologetic,3,apologetic,True
MUL2543.json,"Bummer, are there any nightclubs in the city centre instead?",2,1,fearful,1,fearful,True
MUL0212.json,"No, that was all the information I needed. Thank you very much. ",16,6,satisfied,6,satisfied,True
MUL0023.json,"No, that will be all, t hank you.",26,6,satisfied,6,satisfied,True
MUL0777.json,"I'm sorry, I decided that I do need a hotel in the centre.",16,3,apologetic,3,apologetic,True
MUL0896.json,"I'm sorry, I don't know what came over me. I'm just looking for a museum in town.",2,3,apologetic,3,apologetic,True
MUL1046.json,Yes. I'd like to book a room on Friday for 2 nights for 7 people. ,6,0,neutral,0,neutral,True
MUL0713.json,"Yes, I need to stay for 4 nights, arriving on Thursday.  I will still be traveling alone unfortunately.",10,0,neutral,0,neutral,True
MUL2371.json,no not at the moment. But i do need their phone number though.,4,0,neutral,0,neutral,True
PMUL0373.json,That is the correct name. Can you try again?,14,2,dissatisfied,2,dissatisfied,True
MUL0914.json,Do any of those serve molecular gastronomy food and in the centre of town?,6,0,neutral,2,dissatisfied,False
PMUL0874.json,Let's keep looking in the centre area for now. Perhaps you can list some other available cuisines.,6,1,fearful,2,dissatisfied,False
PMUL0230.json,Can you help me find a hotel today?,0,0,neutral,5,excited,False
PMUL0296.json,"I'm sorry, I was confused.  I need a british restaurant in the east side.  Sounds like Graffiti won't work for me.",18,3,apologetic,3,apologetic,True
MUL1398.json,Could I also get the car type please?,16,2,dissatisfied,0,neutral,False
PMUL0771.json,La Raza sounds great.  Can I book a table for 3 on Friday at 19:15?  ,10,5,excited,5,excited,True
MUL0918.json,I'm sorry I did not want British food.  Are there any chinese restaurants instead located in the centre area?,8,3,apologetic,2,dissatisfied,False
MUL1377.json,"If neither restaurant is available for 13:30, can you try 14:30?  It's later than I wished, but I guess that can't be helped. ",20,1,fearful,1,fearful,True
MUL0561.json,"Great that is all the information I need, thank you.",10,6,satisfied,6,satisfied,True
MUL0535.json,That is unfortunate. Could you provide me with their phone number so I can ask them myself?,4,1,fearful,1,fearful,True
PMUL1208.json,I'm quite sure that there are colleges in the centre of town. Can you ask a manager to help you look?,10,2,dissatisfied,2,dissatisfied,True
PMUL0460.json,Are you saying that there isn't even a cheap 4 star guesthouse on the east side? What kind of city is this?,8,4,abusive,1,fearful,False
MUL1459.json,"I need to leave after 18:45, not the time I said before. ",4,3,apologetic,3,apologetic,True
MUL0967.json,Sounds great. What is the address?,2,5,excited,5,excited,True
MUL2585.json,Can you give me the phone number for Primavera?,6,2,dissatisfied,0,neutral,False
MUL1109.json,That sounds interesting! May I have their phone number please? And what is the fee to get in?,10,5,excited,5,excited,True
MUL0613.json,Thank you so much. So that means a 79 minute travel time? Let's go ahead and book it.,8,6,satisfied,6,satisfied,True
PMUL0822.json,Bummer.  I could try Chinese.  Is there anything in the north?,10,1,fearful,1,fearful,True
MUL1760.json,Can I get the addresses of both?,10,0,neutral,5,excited,False
MUL2298.json,No thank you.  I appreciate your help today.  Goodbye!,12,6,satisfied,6,satisfied,True
PMUL0403.json,"I need to get to the restaurant by the reservation time, isn't it obvious?",18,4,abusive,4,abusive,True
PMUL0326.json,Please reread the rest of the conversation! It's not hard to keep up! The hotel is the Ashley hotel. You didnt give me the name of the restaurant,16,4,abusive,4,abusive,True
PMUL0165.json,"I'm sorry, what did you say? Is that reference number for the hotel or taxi?",20,3,apologetic,2,dissatisfied,False
MUL2288.json,"No, you have been a great help already.  Thanks, and have a nice day.  Bye.",16,6,satisfied,6,satisfied,True
MUL1123.json,Is one of them located in the east. I would really like to be closer to swimming pool.,6,2,dissatisfied,2,dissatisfied,True
MUL0152.json,Great! I think that's all I need today. Thank you for you help!,16,6,satisfied,6,satisfied,True
MUL1392.json,I'm sorry but I will be dining at the Eraina restaurant. Can you have the same taxi pick me up there instead? ,20,3,apologetic,3,apologetic,True
MUL1152.json,"Oh dear.  Can you try one more time? Moderate guest house, free wifi and parking, for 1 night, Friday, 4 people?  I really need this room.",18,3,apologetic,1,fearful,False
MUL2496.json,"I'm so bored! Can you find me something to do on the west end of the city, please?",0,1,fearful,5,excited,False
MUL2404.json,Surprise me! Can you send me the address and postcode for the one you choose?,4,5,excited,5,excited,True
MUL0656.json,Is there another day you would like me to check?,8,1,fearful,0,neutral,False
PMUL0034.json,Really? Can you try again? A 4 star accommodation (type doesnt matter) that is cheap and in the centre with parking,10,2,dissatisfied,2,dissatisfied,True
PMUL0261.json,I would like it moderate priced and make sure it is a guest house please.,16,2,dissatisfied,2,dissatisfied,True
MUL2610.json,"No, surprise me! Just has to be cheap and a hotel.",6,5,excited,5,excited,True
MUL0031.json,Wait please you haven't answered my question.,8,2,dissatisfied,2,dissatisfied,True
PMUL1188.json,Not really.  Pick the best one for me!,8,5,excited,5,excited,True
MUL0970.json,"No, that's it. Thank you for your service!",14,6,satisfied,6,satisfied,True
MUL1117.json,"Yes, I'm interested in knowing what attractions are in the area as well.",10,5,excited,5,excited,True
MUL1100.json,Just surprise me with something. ,14,5,excited,5,excited,True
PMUL0106.json,"Oh I almost forgot, I also need the hotel to provide free wifi.  That may narrow my options down a bit.  Can you check?",4,3,apologetic,3,apologetic,True
PMUL0031.json,I am traveling to Cambridge soon.  I can't wait to try some local restaurants.  Can you help me with a place to stay?,0,5,excited,5,excited,True
PMUL1305.json,"i don't want that museum, i hate technology. i want to destroy this computer i'm using.",8,4,abusive,4,abusive,True
MUL0041.json,Carolina Bed and Breakfast sounds nice. Could I have it booked for 6 people for 4 nights starting on monday?,6,6,satisfied,0,neutral,False
MUL2657.json,Let's do that. Please reserve it for 6 people and 5 nights starting from thursday.,4,0,neutral,0,neutral,True
MUL2679.json,"Thank you, could I get the address and entrance fee for the one you'd recommend? ",4,5,excited,6,satisfied,False
MUL1176.json,I really need a hotel in the east.,10,2,dissatisfied,1,fearful,False
PMUL0357.json,"No, I'm sorry can you lookup a hotel in the east that's priced cheap and has free wifi? ",10,3,apologetic,3,apologetic,True
MUL0346.json,No it has to be expensive. Are there any mediterranean places in the centre?,4,2,dissatisfied,1,fearful,False
PMUL0945.json,"No, sorry, I had that backwards. I need a train from Kings Lynn to Cambridge on Monday after 08:00",4,3,apologetic,3,apologetic,True
PMUL1131.json,Thank you. I also need to find a place to go in the centre of town. The type of attraction should be entertainment.,10,5,excited,5,excited,True
MUL2659.json,I am most interested in museums.,4,5,excited,5,excited,True
MUL1737.json,I need to take a train on Tuesday. I want to visit somewhere I haven't been before.,0,5,excited,5,excited,True
PMUL1007.json,"Yes, I enjoy going to museums. Can you recommend one?",8,5,excited,5,excited,True
MUL2025.json,Which one is the best that offers free wifi and free parking and can I get their address please?,12,0,neutral,2,dissatisfied,False
MUL1459.json,Please recommend the cheapest restaurant that is available and book it.  We need to eat!  Thanks!!!,28,2,dissatisfied,2,dissatisfied,True
PMUL0460.json,"I think you need to pay more attention, it's your job to be alert. Do they all have free internet?",10,4,abusive,2,dissatisfied,False
MUL0944.json,"Okay, thank you for your help. That's all.",10,6,satisfied,6,satisfied,True
